abbreviation	officialName	equation	subSystem	proteinClass	geneAssociation
RNDR4	ribonucleoside-diphosphate reductase (UDP)	[c] : trdrd + udp --> dudp + h2o + trdox	Nucleotide Salvage Pathway	1.17.4.1	( ( ( b2234  and  b2235 )  and  b2582 )  or  ( ( b2234  and  b2235 )  and  b3781 ) )
RNDR4b	ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	[c] : grxrd + udp --> dudp + grxox + h2o	Nucleotide Salvage Pathway		( ( b1064  and  ( b2675  and  b2676 ) )  or  ( b3610  and  ( b2675  and  b2676 ) )  or  ( b1654  and  ( b2675  and  b2676 ) )  or  ( b0849  and  ( b2675  and  b2676 ) ) )
RNTR1c	ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	[c] : atp + fldrd --> datp + fldox + h2o	Nucleotide Salvage Pathway		( ( b2895  and  b3924  and  b4238  and  b4237 )  or  ( b2895  and  b4238 )  or  ( b0684  and  b4238 )  or  ( b0684  and  b3924  and  b4238  and  b4237 ) )
RNTR2c	ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	[c] : fldrd + gtp --> dgtp + fldox + h2o	Nucleotide Salvage Pathway		( ( b0684  and  b4238 )  or  ( b2895  and  b4238 )  or  ( b2895  and  b3924  and  b4238  and  b4237 )  or  ( b0684  and  b3924  and  b4238  and  b4237 ) )
RNTR3c	ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	[c] : ctp + fldrd --> dctp + fldox + h2o	Nucleotide Salvage Pathway		( ( b2895  and  b4238 )  or  ( b0684  and  b3924  and  b4238  and  b4237 )  or  ( b0684  and  b4238 )  or  ( b2895  and  b3924  and  b4238  and  b4237 ) )
RNTR4c	ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	[c] : fldrd + utp --> dutp + fldox + h2o	Nucleotide Salvage Pathway		( ( b0684  and  b3924  and  b4238  and  b4237 )  or  ( b2895  and  b4238 )  or  ( b0684  and  b4238 )  or  ( b2895  and  b3924  and  b4238  and  b4237 ) )
RPE	ribulose 5-phosphate 3-epimerase	[c] : ru5p-D <==> xu5p-D	Pentose Phosphate Pathway	5.1.3.1	( b4301  or  b3386 )
RPI	ribose-5-phosphate isomerase	[c] : r5p <==> ru5p-D	Pentose Phosphate Pathway	5.3.1.6	( b2914  or  b4090 )
RZ5PP	alpha-ribazole 5-phosphate phosphatase	[c] : 5prdmbz + h2o --> pi + rdmbzi	Cofactor and Prosthetic Group Biosynthesis		b0638
S7PI	sedoheptulose 7-phosphate isomerase	[c] : s7p --> gmhep7p	Lipopolysaccharide Biosynthesis / Recycling		b0222
SADH	Succinylarginine dihydrolase	[c] : (2) h + (2) h2o + sucarg --> co2 + (2) nh4 + sucorn	Arginine and Proline Metabolism	2.6.1.69	b1745
SADT2	Sulfate adenyltransferase	[c] : atp + gtp + h2o + so4 --> aps + gdp + pi + ppi	Cysteine Metabolism		( b2751  and  b2752 )
SARCOX	sarcosine oxidase	[c] : h2o + o2 + sarcs --> fald + gly + h2o2	Glycine and Serine Metabolism	1.5.3.1	b1059
SBTPD	sorbitol-6-phosphate dehydrogenase	[c] : nad + sbt6p <==> f6p + h + nadh	Alternate Carbon Metabolism	1.1.1.140	b2705
SBTptspp	D-sorbitol transport via PEP:Pyr PTS (periplasm)	pep[c] + sbt-D[p] --> pyr[c] + sbt6p[c]	Transport, Inner Membrane		( b2415  and  b2416  and  b2702  and  b2704  and  b2703 )
SBTtex	D-sorbitol transport via diffusion (extracellular to periplasm)	sbt-D[e] <==> sbt-D[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
SDPDS	succinyl-diaminopimelate desuccinylase	[c] : h2o + sl26da --> 26dap-LL + succ	Threonine and Lysine Metabolism	3.5.1.18	b2472
SDPTA	succinyldiaminopimelate transaminase	[c] : akg + sl26da <==> glu-L + sl2a6o	Threonine and Lysine Metabolism	2.6.1.17	b3359
SELCYSS	selenocysteine synthase	[c] : selnp + sertrna(sec) --> h + pi + sectrna	tRNA Charging	2.9.1.1	b3591
SELNPS	Selenophosphate synthase	[c] : atp + h2o + seln --> amp + pi + selnp	Unassigned	2.7.9.3	b1764
SERASr	(L-seryl)adenylate synthase	[c] : atp + h + ser-L <==> ppi + seramp	Cofactor and Prosthetic Group Biosynthesis		b0586
SERAT	serine O-acetyltransferase	[c] : accoa + ser-L <==> acser + coa	Cysteine Metabolism	2.3.1.30	b3607
SERD_D	D-serine deaminase	[c] : ser-D --> nh4 + pyr	Glycine and Serine Metabolism		b2366
SERD_L	L-serine deaminase	[c] : ser-L --> nh4 + pyr	Glycine and Serine Metabolism	4.3.1.17	( b4471  or  b1814  or  b2797  or  b3708 )
SERt2rpp	L-serine reversible transport via proton symport (periplasm)	h[p] + ser-L[p] <==> h[c] + ser-L[c]	Transport, Inner Membrane		( b2796  or  b3116 )
SERt4pp	L-serine via sodium symport (periplasm)	na1[p] + ser-L[p] --> na1[c] + ser-L[c]	Transport, Inner Membrane		b3089
SERtex	L-serine transport via diffusion (extracellular to periplasm)	ser-L[e] <==> ser-L[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
SERTRS	Seryl-tRNA synthetase	[c] : atp + ser-L + trnaser --> amp + ppi + sertrna	tRNA Charging	6.1.1.11	b0893
SERTRS2	Seryl-tRNA synthetase (selenocystein)	[c] : atp + ser-L + trnasecys --> amp + ppi + sertrna(sec)	tRNA Charging	6.1.1.11	b0893
SFGTHi	S-Formylglutathione hydralase	[c] : Sfglutth + h2o --> for + gthrd + h	Cofactor and Prosthetic Group Biosynthesis	3.1.2.12	( b2154  or  b0355 )
SGDS	Succinylglutamate desuccinylase	[c] : h2o + sucglu --> glu-L + succ	Arginine and Proline Metabolism		b1744
SGSAD	Succinylglutamic semialdehyde dehydrogenase	[c] : h2o + nad + sucgsa --> (2) h + nadh + sucglu	Arginine and Proline Metabolism		b1746
SHCHCS2	2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase	[c] : ichor + ssaltpp --> 2shchc + pyr + thmpp	Cofactor and Prosthetic Group Biosynthesis		b2264
SHCHD2	sirohydrochlorin dehydrogenase (NAD)	[c] : dscl + nad --> h + nadh + scl	Cofactor and Prosthetic Group Biosynthesis		b3368
SHCHF	sirohydrochlorin ferrochetalase	[c] : fe2 + scl --> (3) h + sheme	Cofactor and Prosthetic Group Biosynthesis		b3368
SHK3Dr	shikimate dehydrogenase	[c] : 3dhsk + h + nadph <==> nadp + skm	Tyrosine, Tryptophan, and Phenylalanine Metabolism	1.1.1.25	( b3281  or  b1692 )
SHKK	shikimate kinase	[c] : atp + skm --> adp + h + skm5p	Tyrosine, Tryptophan, and Phenylalanine Metabolism	2.7.1.71	( b3390  or  b0388 )
SHSL1	O-succinylhomoserine lyase (L-cysteine)	[c] : cys-L + suchms --> cyst-L + h + succ	Methionine Metabolism	4.2.99.9	b3939
SKMt2pp	shikimate transport in via proton symport (periplasm)	h[p] + skm[p] --> h[c] + skm[c]	Transport, Inner Membrane		b1981
SKMtex	shikimate transport via diffusion (extracellular to periplasm)	skm[e] <==> skm[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
SO2tex	SO2 transport via diffusion (extracellular to periplasm)	so2[e] <==> so2[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
SO2tpp	SO2 transport via diffusion (periplasm)	so2[p] <==> so2[c]	Inorganic Ion Transport and Metabolism		s0001
SO3tex	sulfite transport via diffusion (extracellular to periplasm)	so3[e] <==> so3[p]	Transport, Outer Membrane Porin		( b1377  or  b2215  or  b0241  or  b0929 )
SO4tex	sulfate transport via diffusion (extracellular to periplasm)	so4[e] <==> so4[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
SOTA	Succinylornithine transaminase	[c] : akg + sucorn --> glu-L + sucgsa	Arginine and Proline Metabolism		b1748
SPMDabcpp	spermidine transport via ABC system (periplasm)	atp[c] + h2o[c] + spmd[p] --> adp[c] + h[c] + pi[c] + spmd[c]	Transport, Inner Membrane		( ( b1440  and  b1441  and  b1442  and  b1443 )  or  ( b1126  and  b1125  and  b1124  and  b1123 ) )
SPMDAT1	Spermidine acetyltransferase	[c] : accoa + spmd --> N1aspmd + coa + h	Arginine and Proline Metabolism	2.3.1.57	b1584
SPMDAT2	Spermidine acetyltransferase (N8)	[c] : accoa + spmd --> coa + h + n8aspmd	Arginine and Proline Metabolism	2.3.1.57	b1584
SPMDtex	spermidine transport via diffusion (extracellular to periplasm)	spmd[e] <==> spmd[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
SPMS	spermidine synthase	[c] : ametam + ptrc --> 5mta + h + spmd	Arginine and Proline Metabolism	2.5.1.16	b0121
SPODM	superoxide dismutase	[c] : (2) h + (2) o2s --> h2o2 + o2	Unassigned	1.15.1.1	( b3908  or  b1656 )
SPODMpp	superoxide dismutase	[p] : (2) h + (2) o2s --> h2o2 + o2	Unassigned	1.15.1.1	b1646
SSALx	succinate-semialdehyde dehydrogenase (NAD)	[c] : h2o + nad + sucsal --> (2) h + nadh + succ	Arginine and Proline Metabolism	1.2.1.24	
SSALy	succinate-semialdehyde dehydrogenase (NADP)	[c] : h2o + nadp + sucsal --> (2) h + nadph + succ	Arginine and Proline Metabolism	1.2.1.16	b2661
SUCBZL	o-succinylbenzoate-CoA ligase	[c] : atp + coa + sucbz --> amp + ppi + sbzcoa	Cofactor and Prosthetic Group Biosynthesis	6.2.1.26	b2260
SUCBZS	O-succinylbenzoate-CoA synthase	[c] : 2shchc --> h2o + sucbz	Cofactor and Prosthetic Group Biosynthesis		b2261
SUCCt2_2pp	succinate transport via proton symport (2 H) (periplasm)	(2) h[p] + succ[p] --> (2) h[c] + succ[c]	Transport, Inner Membrane		b3528
SUCCt2_3pp	Succintate transport via proton symport (3 H) (periplasm)	(3) h[p] + succ[p] --> (3) h[c] + succ[c]	Transport, Inner Membrane		( b4123  or  b4138 )
SUCCt3pp	succinate transport out via proton antiport (periplasm)	h[p] + succ[c] --> h[c] + succ[p]	Transport, Inner Membrane		
SUCCtex	succinate transport via diffusion (extracellular to periplasm)	succ[e] <==> succ[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
SUCDi	succinate dehydrogenase (irreversible)	[c] : q8 + succ --> fum + q8h2	Oxidative Phosphorylation	1.3.99.1	( b0721  and  b0722  and  b0723  and  b0724 )
SUCFUMtpp	succinate:fumarate antiporter (periplasm)	fum[p] + succ[c] <==> fum[c] + succ[p]	Transport, Inner Membrane		( b4138  or  b4123  or  b0621 )
SUCOAS	succinyl-CoA synthetase (ADP-forming)	[c] : atp + coa + succ <==> adp + pi + succoa	Citric Acid Cycle	6.2.1.5	( b0728  and  b0729 )
SUCptspp	sucrose transport via PEP:Pyr  (periplasm)	pep[c] + sucr[p] --> pyr[c] + suc6p[c]	Transport, Inner Membrane		( b2417  and  b2429  and  b2415  and  b2416 )
SUCRtex	sucrose transport transport via diffusion (extracellular to periplasm)	sucr[e] <==> sucr[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
SULabcpp	sulfate transport via ABC system (periplasm)	atp[c] + h2o[c] + so4[p] --> adp[c] + h[c] + pi[c] + so4[c]	Inorganic Ion Transport and Metabolism		( ( b2422  and  b2425  and  b2424  and  b2423 )  or  ( b0763  and  b0764  and  b0765 )  or  ( b2422  and  b2424  and  b2423  and  b3917 ) )
SULFACabcpp	sulfoacetate transport via ABC system (periplasm)	atp[c] + h2o[c] + sulfac[p] --> adp[c] + h[c] + pi[c] + sulfac[c]	Transport, Inner Membrane		( b0936  and  b0933  and  b0934 )
SULFACtex	sulfoaceate transport via diffusion (extracellular to periplasm)	sulfac[e] <==> sulfac[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
SULRi	sulfite reductase (NADPH2)	[c] : (5) h + (3) nadph + so3 --> (3) h2o + h2s + (3) nadp	Cysteine Metabolism	1.8.2.2	( b2763  and  b2764 )
T2DECAI	trans-2-decenoyl-ACP isomerase	[c] : tdec2eACP <==> cdec3eACP	Cell Envelope Biosynthesis		b0954
TAGURr	tagaturonate reductase	[c] : altrn + nad <==> h + nadh + tagur	Alternate Carbon Metabolism	1.1.1.58	b1521
TALA	transaldolase	[c] : g3p + s7p <==> e4p + f6p	Pentose Phosphate Pathway	2.2.1.2	( b2464  or  b0008 )
TARTD	L(+)-tartrate dehydratase	[c] : tartr-L --> h2o + oaa	Alternate Carbon Metabolism	4.2.1.32	( b3061  and  b3062 )
TARTRt7pp	Tartrate/succinate antiporter (periplasm)	succ[c] + tartr-L[p] <==> succ[p] + tartr-L[c]	Transport, Inner Membrane		b3063
TARTRtex	Tartrate transport via diffusion (extracellular to periplasm)	tartr-L[e] <==> tartr-L[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
TAUDO	Taurine dioxygenase	[c] : akg + o2 + taur --> aacald + co2 + h + so3 + succ	Alternate Carbon Metabolism	1.14.11.17	b0368
TAURabcpp	taurine transport via ABC system (periplasm)	atp[c] + h2o[c] + taur[p] --> adp[c] + h[c] + pi[c] + taur[c]	Transport, Inner Membrane		( b0365  and  b0366  and  b0367 )
TAURtex	taurine transport via diffusion (extracellular to periplasm)	taur[e] <==> taur[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
TCYNTtex	Thiocyanate transport via diffusion (extracellular to periplasm)	tcynt[e] <==> tcynt[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
TDECOAI	tetradecenoyl-coa cis-trans isomerization	[c] : tdecoa --> td2coa	Membrane Lipid Metabolism	5.3.3.8	b3846
TDP	thiamin pyrophosphatase	[c] : h2o + thmpp --> h + pi + thmmp	Cofactor and Prosthetic Group Biosynthesis	3.6.1.15	b1134
TDPADGAT	dTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase	[c] : accoa + dtdp4addg --> coa + dtdp4aaddg + h	Cell Envelope Biosynthesis		b3790
TDPAGTA	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase	[c] : dtdp4d6dg + glu-L --> akg + dtdp4addg	Cell Envelope Biosynthesis	2.6.1.33	b3791
TDPDRE	dTDP-4-dehydrorhamnose 3,5-epimerase	[c] : dtdp4d6dg --> dtdp4d6dm	Cell Envelope Biosynthesis	5.1.3.13	b2038
TDPDRR	dTDP-4-dehydrorhamnose reductase	[c] : dtdp4d6dm + h + nadph --> dtdprmn + nadp	Cell Envelope Biosynthesis	1.1.1.133	b2040
TDPGDH	dTDPglucose 4,6-dehydratase	[c] : dtdpglu --> dtdp4d6dg + h2o	Cell Envelope Biosynthesis	4.2.1.46	( b3788  or  b2041 )
TDSK	Tetraacyldisaccharide 4'kinase	[c] : atp + lipidAds --> adp + h + lipidA	Lipopolysaccharide Biosynthesis / Recycling	2.7.1.130	b0915
TDSR1	thiol:disulfide reductase (DsbC)	dsbcox[p] + dsbdrd[c] --> dsbcrd[p] + dsbdox[c]	Transport, Inner Membrane		( b2893  and  b4136 )
TDSR2	thiol:disulfide reductase (DsbG)	dsbdrd[c] + dsbgox[p] --> dsbdox[c] + dsbgrd[p]	Transport, Inner Membrane		( b4136  and  b0604 )
TGBPA	Tagatose-bisphosphate aldolase	[c] : tagdp-D <==> dhap + g3p	Alternate Carbon Metabolism	4.1.2.40	( ( b3132  and  b3137 )  or  ( b2095  and  b2096 ) )
THD2pp	NAD(P) transhydrogenase (periplasm)	(2) h[p] + nadh[c] + nadp[c] --> (2) h[c] + nad[c] + nadph[c]	Oxidative Phosphorylation	1.6.1.1	( b1602  and  b1603 )
THDPS	tetrahydrodipicolinate succinylase	[c] : h2o + succoa + thdp --> coa + sl2a6o	Threonine and Lysine Metabolism	2.3.1.117	b0166
THIORDXi	hydrogen peroxide reductase (thioredoxin)	[c] : h2o2 + trdrd --> (2) h2o + trdox	Unassigned		( ( b2480  and  b2582 )  or  ( b2480  and  b3781 ) )
THMabcpp	thiamine transport via ABC system (periplasm)	atp[c] + h2o[c] + thm[p] --> adp[c] + h[c] + pi[c] + thm[c]	Transport, Inner Membrane		( b0068  and  b0067  and  b0066 )
THMDt2pp	thymidine transport in via proton symport (periplasm)	h[p] + thymd[p] --> h[c] + thymd[c]	Transport, Inner Membrane		( b2393  or  b2964 )
THMDt2rpp	thymidine transport in via proton symport, reversible (periplasm)	h[p] + thymd[p] <==> h[c] + thymd[c]	Transport, Inner Membrane		b2406
THMDtex	thymidine transport via diffusion (extracellular to periplasm)	thymd[e] <==> thymd[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
THMtex	Thiamine transport via diffusion (extracellular to periplasm)	thm[e] <==> thm[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
THRA2i	L-allo-Threonine Aldolase	[c] : athr-L --> acald + gly	Threonine and Lysine Metabolism	4.1.2.5	( b2551  or  b0870 )
THRabcpp	L-threonine transport via ABC system (periplasm)	atp[c] + h2o[c] + thr-L[p] --> adp[c] + h[c] + pi[c] + thr-L[c]	Transport, Inner Membrane		( b3454  and  b3455  and  b3457  and  b3460  and  b3456 )
THRAi	Threonine aldolase	[c] : thr-L --> acald + gly	Threonine and Lysine Metabolism	4.1.2.5	( b2551  or  b0870 )
THRD	L-threonine dehydrogenase	[c] : nad + thr-L --> 2aobut + h + nadh	Glycine and Serine Metabolism	1.1.1.103	b3616
THRD_L	L-threonine deaminase	[c] : thr-L --> 2obut + nh4	Valine, Leucine, and Isoleucine Metabolism		( b3117  or  b1814  or  b2797  or  b3772 )
THRPtex	phospho-L-threonine transport via diffusion (extracellular to periplasm)	thrp[e] <==> thrp[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
THRS	threonine synthase	[c] : h2o + phom --> pi + thr-L	Threonine and Lysine Metabolism	4.2.3.1	b0004
THRt2pp	L-threonine efflux transport via proton antiport (periplasm)	h[p] + thr-L[c] --> h[c] + thr-L[p]	Transport, Inner Membrane		( b0813  or  b3823 )
THRt2rpp	L-threonine reversible transport via proton symport (periplasm)	h[p] + thr-L[p] <==> h[c] + thr-L[c]	Transport, Inner Membrane		b3116
THRt4pp	L-threonine  via sodium symport (periplasm)	na1[p] + thr-L[p] --> na1[c] + thr-L[c]	Transport, Inner Membrane		b3089
THRtex	L-threonine transport via diffusion (extracellular to periplasm)	thr-L[e] <==> thr-L[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
THRTRS	Threonyl-tRNA synthetase	[c] : atp + thr-L + trnathr --> amp + ppi + thrtrna	tRNA Charging	6.1.1.3	b1719
THYMt3pp	thymine transport out via proton antiport (periplasm)	h[p] + thym[c] --> h[c] + thym[p]	Transport, Inner Membrane		
THYMtex	thymine transport via diffusion (extracellular to periplasm)	thym[e] <==> thym[p]	Transport, Outer Membrane Porin		( b1377  or  b2215  or  b0241  or  b0929 )
THZPSN	thiazole phosphate synthesis	[c] : atp + cys-L + dxyl5p + tyr-L --> 4hba + 4mpetz + ala-L + amp + co2 + h + h2o + ppi	Cofactor and Prosthetic Group Biosynthesis		( b2530  and  b3992  and  ( b3990  and  b3991 )  and  b0423  and  b4407 )
TKT1	transketolase	[c] : r5p + xu5p-D <==> g3p + s7p	Pentose Phosphate Pathway	2.2.1.1	( b2935  or  b2465 )
TKT2	transketolase	[c] : e4p + xu5p-D <==> f6p + g3p	Pentose Phosphate Pathway	2.2.1.1	( b2935  or  b2465 )
TMAOR1	Trimethylamine N-oxide reductase (menaquinol 8)	[c] : h + mql8 + tmao --> h2o + mqn8 + tma	Oxidative Phosphorylation		( ( b1587  and  b1588  and  b1589  and  b1590 )  or  ( b0894  and  b0895  and  b0896 ) )
TMAOR1pp	Trimethylamine N-oxide reductase (menaquinol 8) (periplasm)	h[p] + mql8[c] + tmao[p] --> h2o[p] + mqn8[c] + tma[p]	Oxidative Phosphorylation		( ( b1872  and  b1873 )  or  ( b0996  and  b0997 ) )
TMAOR2	Trimethylamine N-oxide reductase (demethylmenaquinol 8)	[c] : 2dmmql8 + h + tmao --> 2dmmq8 + h2o + tma	Oxidative Phosphorylation		( b0894  and  b0895  and  b0896 )
TMAOR2pp	Trimethylamine N-oxide reductase (demethylmenaquinol 8) (periplasm)	2dmmql8[c] + h[p] + tmao[p] --> 2dmmq8[c] + h2o[p] + tma[p]	Oxidative Phosphorylation		( ( b1872  and  b1873 )  or  ( b0996  and  b0997 ) )
TMAOtex	Trimethylamine N-oxide transport via diffusion (extracellular to periplasm)	tmao[e] <==> tmao[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
TMAtex	Trimethylamine transport via diffusion (extracellular to periplasm)	tma[e] <==> tma[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
TMDK1	thymidine kinase (ATP:thymidine)	[c] : atp + thymd --> adp + dtmp + h	Nucleotide Salvage Pathway	2.7.1.21	b1238
TMDPP	thymidine phosphorylase	[c] : pi + thymd <==> 2dr1p + thym	Nucleotide Salvage Pathway	2.4.2.4	b4382
TMDS	thymidylate synthase	[c] : dump + mlthf --> dhf + dtmp	Nucleotide Salvage Pathway	2.1.1.45	b2827
TMK	thiamine kinase	[c] : atp + thm --> adp + h + thmmp	Cofactor and Prosthetic Group Biosynthesis	2.7.1.89	b1106
TMPK	thiamine-phosphate kinase	[c] : atp + thmmp --> adp + thmpp	Cofactor and Prosthetic Group Biosynthesis	2.7.4.16	b0417
TMPPP	thiamine-phosphate diphosphorylase	[c] : 2mahmp + 4mpetz + h --> ppi + thmmp	Cofactor and Prosthetic Group Biosynthesis	2.5.1.3	b3993
TPI	triose-phosphate isomerase	[c] : dhap <==> g3p	Glycolysis/Gluconeogenesis	5.3.1.1	b3919
TPRDCOAS	triphosphoribosyl-dephospho-CoA synthase	[c] : atp + dpcoa --> 2tpr3dpcoa + ade	Cofactor and Prosthetic Group Biosynthesis		b0613
TRDR	thioredoxin reductase (NADPH)	[c] : h + nadph + trdox --> nadp + trdrd	Oxidative Phosphorylation	1.8.1.9	( ( b3781  and  ( b0888  and  b0888 ) )  or  b2582 )
TRE6PH	trehalose-6-phosphate hydrolase	[c] : h2o + tre6p --> g6p + glc-D	Alternate Carbon Metabolism	3.2.1.93	b4239
TRE6PP	trehalose-phosphatase	[c] : h2o + tre6p --> pi + tre	Alternate Carbon Metabolism	3.1.3.12	b1897
TRE6PS	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	[c] : g6p + udpg --> h + tre6p + udp	Alternate Carbon Metabolism	2.4.1.15	b1896
TREH	alpha,alpha-trehalase	[c] : h2o + tre --> (2) glc-D	Alternate Carbon Metabolism	3.2.1.28	b3519
TREHpp	alpha,alpha-trehalase (periplasm)	[p] : h2o + tre --> (2) glc-D	Alternate Carbon Metabolism	3.2.1.28	b1197
TREptspp	trehalose transport via PEP:Pyr PTS (periplasm)	pep[c] + tre[p] --> pyr[c] + tre6p[c]	Transport, Inner Membrane		( b2417  and  b2415  and  b2416  and  b4240 )
TREtex	trehalose transport via diffusion (extracellular to periplasm)	tre[e] <==> tre[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
TRPAS2	Tryptophanase (L-tryptophan)	[c] : h2o + trp-L <==> indole + nh4 + pyr	Tyrosine, Tryptophan, and Phenylalanine Metabolism	4.1.99.1	b3708
TRPS1	tryptophan synthase (indoleglycerol phosphate)	[c] : 3ig3p + ser-L --> g3p + h2o + trp-L	Tyrosine, Tryptophan, and Phenylalanine Metabolism	4.2.1.20	( b1260  and  b1261 )
TRPS2	tryptophan synthase (indole)	[c] : indole + ser-L --> h2o + trp-L	Tyrosine, Tryptophan, and Phenylalanine Metabolism	4.2.1.20	( b1260  and  b1261 )
TRPS3	tryptophan synthase (indoleglycerol phosphate)	[c] : 3ig3p --> g3p + indole	Tyrosine, Tryptophan, and Phenylalanine Metabolism	4.2.1.20	( b1260  and  b1261 )
TRPt2rpp	L-tryptophan reversible transport via proton symport (periplasm)	h[p] + trp-L[p] <==> h[c] + trp-L[c]	Transport, Inner Membrane		( b0112  or  b3161  or  b3709 )
TRPtex	L-tryptophan transport via diffusion (extracellular to periplasm)	trp-L[e] <==> trp-L[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
TRPTRS	Tryptophanyl-tRNA synthetase	[c] : atp + trnatrp + trp-L --> amp + ppi + trptrna	tRNA Charging	6.1.1.2	b3384
TRSARr	tartronate semialdehyde reductase	[c] : 2h3oppan + h + nadh <==> glyc-R + nad	Alternate Carbon Metabolism	1.1.1.60	( b0509  or  b3125 )
TSULabcpp	thiosulfate transport via ABC system (periplasm)	atp[c] + h2o[c] + tsul[p] --> adp[c] + h[c] + pi[c] + tsul[c]	Inorganic Ion Transport and Metabolism		( ( b2422  and  b2425  and  b2424  and  b2423 )  or  ( b2422  and  b2424  and  b2423  and  b3917 ) )
TSULtex	thiosulfate transport via diffusion (extracellular to periplasm)	tsul[e] <==> tsul[p]	Transport, Outer Membrane Porin		( b0241  or  b0929  or  b1377  or  b2215 )
