abbreviation	lowbnd	uppbnd	obj_coef	equation	officialName	geneAssociation	subsystem
PPA2	0	1e3	0	h2o_c + pppi_c --> h_c + pi_c + ppi_c	Inorganic triphosphatase	b2502 or b2744	Anaplerotic Reactions
PPAKr	-1e3	1e3	0	adp_c + ppap_c <==> atp_c + ppa_c	Propionate kinase	b3115	Alternate Carbon Metabolism
PPALtex	-1e3	1e3	0	ppal_e <==> ppal_p	Propanal transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
PPALtpp	-1e3	1e3	0	ppal_c <==> ppal_p	Propanal transport via channel (periplasm)		Transport, Inner Membrane
PPAt4pp	0	1e3	0	na1_p + ppa_p --> ppa_c + na1_c	Na+/Propionate symporter (periplasm)	b1015	Transport, Inner Membrane
PPAtex	-1e3	1e3	0	ppa_e <==> ppa_p	Propionate transport via diffusion	b1377 or b0929 or b2215 or b0241	Transport, Outer Membrane Porin
PPBNGS	0	1e3	0	(2) 5aop_c --> (2) h2o_c + h_c + ppbng_c	Porphobilinogen synthase	b0369	Cofactor and Prosthetic Group Biosynthesis
PPC	0	1e3	0	h2o_c + co2_c + pep_c --> h_c + pi_c + oaa_c	Phosphoenolpyruvate carboxylase	b3956	Anaplerotic Reactions
PPCDC	0	1e3	0	h_c + 4ppcys_c --> co2_c + pan4p_c	Phosphopantothenoylcysteine decarboxylase	b3639	Cofactor and Prosthetic Group Biosynthesis
PPCK	0	1e3	0	atp_c + oaa_c --> adp_c + co2_c + pep_c	Phosphoenolpyruvate carboxykinase	b3403	Anaplerotic Reactions
PPCSCT	0	1e3	0	ppcoa_c + succ_c --> succoa_c + ppa_c	Propanoyl-CoA: succinate CoA-transferase	b2920	Alternate Carbon Metabolism
PPGPPDP	0	1e3	0	h2o_c + ppgpp_c --> ppi_c + gdp_c	Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	b3650	Cofactor and Prosthetic Group Biosynthesis
PPK	-1e3	1e3	0	atp_c + pi_c <==> adp_c + ppi_c	Polyphosphate kinase	b2501	Oxidative Phosphorylation
PPK2	-1e3	1e3	0	atp_c + ppi_c <==> adp_c + pppi_c	Polyphosphate kinase	b2501	Oxidative Phosphorylation
PPM	-1e3	1e3	0	r1p_c <==> r5p_c	Phosphopentomutase	b3380 or b4383	Alternate Carbon Metabolism
PPM2	-1e3	1e3	0	2dr1p_c <==> 2dr5p_c	Phosphopentomutase 2 (deoxyribose)	b4383	Alternate Carbon Metabolism
PPNCL2	0	1e3	0	cys__L_c + ctp_c + 4ppan_c --> h_c + ppi_c + cmp_c + 4ppcys_c	Phosphopantothenate-cysteine ligase	b3639	Cofactor and Prosthetic Group Biosynthesis
PPND	0	1e3	0	nad_c + pphn_c --> nadh_c + co2_c + 34hpp_c	Prephenate dehydrogenase	b2600	Tyrosine, Tryptophan, and Phenylalanine Metabolism
PPNDH	0	1e3	0	h_c + pphn_c --> h2o_c + co2_c + phpyr_c	Prephenate dehydratase	b2599	Tyrosine, Tryptophan, and Phenylalanine Metabolism
PPPGO	0	1e3	0	(1.5) o2_c + pppg9_c --> (3) h2o_c + ppp9_c	Protoporphyrinogen oxidase (aerobic)	b3850	Cofactor and Prosthetic Group Biosynthesis
PPPGO3	0	1e3	0	(3) fum_c + pppg9_c --> (3) succ_c + ppp9_c	Protoporphyrinogen oxidase (anaerobic)	b3850	Cofactor and Prosthetic Group Biosynthesis
PPPNDO	0	1e3	0	h_c + nadh_c + o2_c + pppn_c --> nad_c + cechddd_c	Phenylpropanoate Dioxygenase	b2538 and b2539 and b2540 and b2542	Alternate Carbon Metabolism
PPPNt2rpp	-1e3	1e3	0	h_p + pppn_p <==> h_c + pppn_c	3-phenylpropionate transport via proton symport, reversible (periplasm)	b2536	Transport, Inner Membrane
PPPNtex	-1e3	1e3	0	pppn_e <==> pppn_p	3-phenylpropionate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
PPS	0	1e3	0	atp_c + h2o_c + pyr_c --> (2) h_c + pi_c + amp_c + pep_c	Phosphoenolpyruvate synthase	b1702	Glycolysis/Gluconeogenesis
PPTHpp	0	1e3	0	h2o_p + ppt_p --> pi_p + h2_p	Phosphonate hydrogenase (periplasm)	b0383	Unassigned
PPTtex	-1e3	1e3	0	ppt_e <==> ppt_p	Phosphonate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
PRAGSr	-1e3	1e3	0	atp_c + gly_c + pram_c <==> adp_c + h_c + pi_c + gar_c	Phosphoribosylglycinamide synthase	b4005	Purine and Pyrimidine Biosynthesis
PRAIS	0	1e3	0	atp_c + fpram_c --> adp_c + (2) h_c + pi_c + air_c	Phosphoribosylaminoimidazole synthase	b2499	Purine and Pyrimidine Biosynthesis
PRAIi	0	1e3	0	pran_c --> 2cpr5p_c	Phosphoribosylanthranilate isomerase (irreversible)	b1262	Tyrosine, Tryptophan, and Phenylalanine Metabolism
PRAMPC	0	1e3	0	h2o_c + prbamp_c --> prfp_c	Phosphoribosyl-AMP cyclohydrolase	b2026	Histidine Metabolism
PRASCSi	0	1e3	0	atp_c + asp__L_c + 5aizc_c --> adp_c + h_c + pi_c + 25aics_c	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	b2476	Purine and Pyrimidine Biosynthesis
PRATPP	0	1e3	0	h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c	Phosphoribosyl-ATP pyrophosphatase	b2026	Histidine Metabolism
PRFGS	0	1e3	0	atp_c + h2o_c + gln__L_c + fgam_c --> adp_c + h_c + pi_c + glu__L_c + fpram_c	Phosphoribosylformylglycinamidine synthase	b2557	Purine and Pyrimidine Biosynthesis
PRMICI	-1e3	1e3	0	prfp_c <==> prlp_c	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	b2024	Histidine Metabolism
PROD2	0	1e3	0	fad_c + pro__L_c --> h_c + fadh2_c + 1pyr5c_c	Proline dehydrogenase	b1014	Arginine and Proline Metabolism
PROGLYabcpp	0	1e3	0	atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c	L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)	b3544 and b3543 and b3542 and b3541 and b3540	Transport, Inner Membrane
PROGLYtex	-1e3	1e3	0	progly_e <==> progly_p	L-Prolinylglycine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
PROTRS	0	1e3	0	atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c	Prolyl-tRNA synthetase	b0194	tRNA Charging
PROabcpp	0	1e3	0	atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c	L-proline transport via ABC system (periplasm)	b2677 and b2678 and b2679	Transport, Inner Membrane
PROt2rpp	-1e3	1e3	0	h_p + pro__L_p <==> h_c + pro__L_c	L-proline reversible transport via proton symport (periplasm)	b4111	Transport, Inner Membrane
PROt4pp	0	1e3	0	na1_p + pro__L_p --> na1_c + pro__L_c	Na+/Proline-L symporter (periplasm)	b1015	Transport, Inner Membrane
PROtex	-1e3	1e3	0	pro__L_e <==> pro__L_p	L-proline transport via diffusion (extracellular to periplasm)	b1377 or b2215 or b0241 or b0929	Transport, Outer Membrane Porin
PRPPS	-1e3	1e3	0	atp_c + r5p_c <==> h_c + amp_c + prpp_c	Phosphoribosylpyrophosphate synthetase	b1207	Histidine Metabolism
PSCLYSt2pp	0	1e3	0	h_p + psclys_p --> h_c + psclys_c	Psicoselysine transport via proton symport (periplasm)	b3370	Transport, Inner Membrane
PSCLYStex	-1e3	1e3	0	psclys_e <==> psclys_p	Psicoselysine transporter via diffusion (extracellular)	b2215 or b1377 or b0241 or b0929	Transport, Outer Membrane Porin
PSCVT	-1e3	1e3	0	pep_c + skm5p_c <==> pi_c + 3psme_c	3-phosphoshikimate 1-carboxyvinyltransferase	b0908	Tyrosine, Tryptophan, and Phenylalanine Metabolism
PSD120	0	1e3	0	h_c + ps120_c --> pe120_c + co2_c	Phosphatidylserine decarboxylase (n-C12:0)	b4160	Glycerophospholipid Metabolism
PSD140	0	1e3	0	h_c + ps140_c --> pe140_c + co2_c	Phosphatidylserine decarboxylase (n-C14:0)	b4160	Glycerophospholipid Metabolism
PSD141	0	1e3	0	h_c + ps141_c --> pe141_c + co2_c	Phosphatidylserine decarboxylase (n-C14:1)	b4160	Glycerophospholipid Metabolism
PSD160	0	1e3	0	h_c + ps160_c --> pe160_c + co2_c	Phosphatidylserine decarboxylase (n-C16:0)	b4160	Glycerophospholipid Metabolism
PSD161	0	1e3	0	h_c + ps161_c --> pe161_c + co2_c	Phosphatidylserine decarboxylase (n-C16:1)	b4160	Glycerophospholipid Metabolism
PSD180	0	1e3	0	h_c + ps180_c --> pe180_c + co2_c	Phosphatidylserine decarboxylase (n-C18:0)	b4160	Glycerophospholipid Metabolism
PSD181	0	1e3	0	h_c + ps181_c --> pe181_c + co2_c	Phosphatidylserine decarboxylase (n-C18:1)	b4160	Glycerophospholipid Metabolism
PSERT	0	1e3	0	glu__L_c + 3php_c --> akg_c + pser__L_c	Phosphoserine transaminase	b0907	Glycine and Serine Metabolism
PSERtex	-1e3	1e3	0	pser__L_e <==> pser__L_p	Phospho-L-serine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
PSP_L	0	1e3	0	h2o_c + pser__L_c --> pi_c + ser__L_c	Phosphoserine phosphatase (L-serine)	b4388	Glycine and Serine Metabolism
PSP_Lpp	0	1e3	0	h2o_p + pser__L_p --> pi_p + ser__L_p	Phospho-L-serine phosphatase (periplasmic)	b4055	Glycine and Serine Metabolism
PSSA120	0	1e3	0	ser__L_c + cdpdddecg_c --> h_c + cmp_c + ps120_c	Phosphatidylserine syntase (n-C12:0)	b2585	Glycerophospholipid Metabolism
PSSA140	0	1e3	0	ser__L_c + cdpdtdecg_c --> h_c + cmp_c + ps140_c	Phosphatidylserine syntase (n-C14:0)	b2585	Glycerophospholipid Metabolism
PSSA141	0	1e3	0	ser__L_c + cdpdtdec7eg_c --> h_c + cmp_c + ps141_c	Phosphatidylserine syntase (n-C14:1)	b2585	Glycerophospholipid Metabolism
PSSA160	0	1e3	0	ser__L_c + cdpdhdecg_c --> h_c + cmp_c + ps160_c	Phosphatidylserine syntase (n-C16:0)	b2585	Glycerophospholipid Metabolism
PSSA161	0	1e3	0	ser__L_c + cdpdhdec9eg_c --> h_c + cmp_c + ps161_c	Phosphatidylserine syntase (n-C16:1)	b2585	Glycerophospholipid Metabolism
PSSA180	0	1e3	0	ser__L_c + cdpdodecg_c --> h_c + cmp_c + ps180_c	Phosphatidylserine syntase (n-C18:0)	b2585	Glycerophospholipid Metabolism
PSSA181	0	1e3	0	ser__L_c + cdpdodec11eg_c --> h_c + cmp_c + ps181_c	Phosphatidylserine syntase (n-C18:1)	b2585	Glycerophospholipid Metabolism
PTA2	0	1e3	0	pi_c + ppcoa_c --> coa_c + ppap_c	Phosphate acetyltransferase	b2297	Alternate Carbon Metabolism
PTAr	-1e3	1e3	0	pi_c + accoa_c <==> coa_c + actp_c	Phosphotransacetylase	b2297 or b2458	Pyruvate Metabolism
PTHRpp	0	1e3	0	h2o_p + thrp_p --> pi_p + thr__L_p	Phospho-L-threonine phosphatase (periplasmic)	b4055	Threonine and Lysine Metabolism
PTPATi	0	1e3	0	atp_c + h_c + pan4p_c --> ppi_c + dpcoa_c	Pantetheine-phosphate adenylyltransferase	b3634	Cofactor and Prosthetic Group Biosynthesis
PTRCORNt7pp	-1e3	1e3	0	orn_c + ptrc_p <==> ptrc_c + orn_p	Putrescine/ornithine antiporter (periplasm)	b0692	Transport, Inner Membrane
PTRCTA	0	1e3	0	akg_c + ptrc_c --> glu__L_c + 4abutn_c	Putrescine Transaminase	b3073	Arginine and Proline Metabolism
PTRCabcpp	0	1e3	0	atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c	Putrescine transport via ABC system (periplasm)	(b0854 and b0855 and b0856 and b0857) or (b1126 and b1125 and b1124 and b1123) or (b1440 and b1441 and b1442 and b1443)	Transport, Inner Membrane
PTRCt2pp	0	1e3	0	h_p + ptrc_p --> h_c + ptrc_c	Putrescine transport in via proton symport	b1296 or b0692	Transport, Inner Membrane
PTRCtex	-1e3	1e3	0	ptrc_e <==> ptrc_p	Putrescine transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
PUNP1	-1e3	1e3	0	pi_c + adn_c <==> ade_c + r1p_c	Purine-nucleoside phosphorylase (Adenosine)	b4384	Nucleotide Salvage Pathway
PUNP2	-1e3	1e3	0	pi_c + dad_2_c <==> ade_c + 2dr1p_c	Purine-nucleoside phosphorylase (Deoxyadenosine)	b4384	Nucleotide Salvage Pathway
PUNP3	-1e3	1e3	0	pi_c + gsn_c <==> gua_c + r1p_c	Purine-nucleoside phosphorylase (Guanosine)	b2407 or b4384	Nucleotide Salvage Pathway
PUNP4	-1e3	1e3	0	pi_c + dgsn_c <==> 2dr1p_c + gua_c	Purine-nucleoside phosphorylase (Deoxyguanosine)	b2407 or b4384	Nucleotide Salvage Pathway
PUNP5	-1e3	1e3	0	pi_c + ins_c <==> hxan_c + r1p_c	Purine-nucleoside phosphorylase (Inosine)	b2407 or b4384	Nucleotide Salvage Pathway
PUNP6	-1e3	1e3	0	pi_c + din_c <==> hxan_c + 2dr1p_c	Purine-nucleoside phosphorylase (Deoxyinosine)	b2407 or b4384	Nucleotide Salvage Pathway
PUNP7	-1e3	1e3	0	pi_c + xtsn_c <==> xan_c + r1p_c	Purine-nucleoside phosphorylase (Xanthosine)	b2407	Nucleotide Salvage Pathway
PYAM5PO	0	1e3	0	h2o_c + o2_c + pyam5p_c --> nh4_c + h2o2_c + pydx5p_c	Pyridoxamine 5'-phosphate oxidase	b1638	Cofactor and Prosthetic Group Biosynthesis
PYDAMK	0	1e3	0	atp_c + pydam_c --> adp_c + h_c + pyam5p_c	Pyridoxamine kinase	b2418	Cofactor and Prosthetic Group Biosynthesis
PYDAMtex	-1e3	1e3	0	pydam_e <==> pydam_p	Pyridoxamine transport via diffusion (extracellular)	b2215 or b0929 or b1377 or b0241	Transport, Outer Membrane Porin
PYDAMtpp	0	1e3	0	pydam_p --> pydam_c	Pyridoxamine import		Transport, Inner Membrane
PYDXK	0	1e3	0	atp_c + pydx_c --> adp_c + h_c + pydx5p_c	Pyridoxal kinase	b1636 or b2418	Cofactor and Prosthetic Group Biosynthesis
PYDXNK	0	1e3	0	atp_c + pydxn_c --> adp_c + h_c + pdx5p_c	Pyridoxine kinase	b2418	Cofactor and Prosthetic Group Biosynthesis
PYDXNtex	-1e3	1e3	0	pydxn_e <==> pydxn_p	Pyridoxine transport via diffusion (extracellular)	b2215 or b0929 or b1377 or b0241	Transport, Outer Membrane Porin
PYDXNtpp	0	1e3	0	pydxn_p --> pydxn_c	Pyridoxine import		Transport, Inner Membrane
PYDXPP	0	1e3	0	h2o_c + pydx5p_c --> pi_c + pydx_c	Pyridoxal 5-phosphate phosphatase	b0446 or b3826 or b0766	Cofactor and Prosthetic Group Biosynthesis
PYDXtex	-1e3	1e3	0	pydx_e <==> pydx_p	Pyridoxal transport via diffusion (extracellular)	b2215 or b0929 or b1377 or b0241	Transport, Outer Membrane Porin
PYDXtpp	0	1e3	0	pydx_p --> pydx_c	Pyridoxal import		Transport, Inner Membrane
PYK	0	1e3	0	adp_c + h_c + pep_c --> atp_c + pyr_c	Pyruvate kinase	b1854 or b1676	Glycolysis/Gluconeogenesis
PYNP2r	-1e3	1e3	0	pi_c + uri_c <==> ura_c + r1p_c	Pyrimidine-nucleoside phosphorylase (uracil)	b3831	Nucleotide Salvage Pathway
PYROX	0	1e3	0	h_c + nadh_c + o2_c + ura_c --> nad_c + uracp_c	Pyrimidine oxygenase	b1012 and b1007	Nucleotide Salvage Pathway
PYRt2rpp	-1e3	1e3	0	h_p + pyr_p <==> h_c + pyr_c	Pyruvate reversible transport via proton symport (periplasm)		Transport, Inner Membrane
PYRtex	-1e3	1e3	0	pyr_e <==> pyr_p	Pyruvate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
QMO2	0	1e3	0	(2) o2_c + q8h2_c --> (2) h_c + q8_c + (2) o2s_c	Quinol monooxygenase (Ubiquinol-8)	b3029	Oxidative Phosphorylation
QMO3	0	1e3	0	(2) o2_c + mql8_c --> (2) h_c + mqn8_c + (2) o2s_c	Quinol monooxygenase (menaquinol 8)	b3029	Oxidative Phosphorylation
QUIN2tex	-1e3	1e3	0	quin_e <==> quin_p	Quinate transport via diffusion (extracellular to periplasm)	b2215 or b1377 or b0241 or b0929	Transport, Outer Membrane Porin
QUIN2tpp	-1e3	1e3	0	quin_p <==> quin_c	Quinate transport (periplasm)		Transport, Inner Membrane
QUINDH	-1e3	1e3	0	nad_c + quin_c <==> (2) h_c + nadh_c + 3dhq_c	Quinate dehydrogenase	b1692	Tyrosine, Tryptophan, and Phenylalanine Metabolism
QULNS	0	1e3	0	iasp_c + dhap_c --> (2) h2o_c + pi_c + quln_c	Quinolinate synthase	b0750	Cofactor and Prosthetic Group Biosynthesis
R15BPK	0	1e3	0	atp_c + r15bp_c --> adp_c + prpp_c	Ribose-1,5-bisphosphokinase	b4094	Alternate Carbon Metabolism
R1PK	0	1e3	0	atp_c + r1p_c --> adp_c + h_c + r15bp_c	Ribose 1-phosphokinase		Alternate Carbon Metabolism
R5PP	0	1e3	0	h2o_c + r5p_c --> pi_c + rib__D_c	Ribose 5-phosphate phosphatase	b0822	Alternate Carbon Metabolism
R5PPpp	0	1e3	0	h2o_p + r5p_p --> pi_p + rib__D_p	Ribose 5-phosphate phosphatase	b4055	Alternate Carbon Metabolism
R5Ptex	-1e3	1e3	0	r5p_e <==> r5p_p	Ribose 5-phosphate transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
RBFK	0	1e3	0	atp_c + ribflv_c --> adp_c + h_c + fmn_c	Riboflavin kinase	b0025	Cofactor and Prosthetic Group Biosynthesis
RBFSa	0	1e3	0	db4p_c + 4r5au_c --> (2) h2o_c + pi_c + dmlz_c	Riboflavin synthase	b1662	Cofactor and Prosthetic Group Biosynthesis
RBFSb	0	1e3	0	(2) dmlz_c --> ribflv_c + 4r5au_c	Riboflavin synthase	b0415	Cofactor and Prosthetic Group Biosynthesis
RBK	0	1e3	0	atp_c + rib__D_c --> adp_c + h_c + r5p_c	Ribokinase	b3752	Alternate Carbon Metabolism
RBK_L1	0	1e3	0	atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c	L-ribulokinase (L-ribulose)	b0063	Alternate Carbon Metabolism
RBP4E	-1e3	1e3	0	ru5p__L_c <==> xu5p__D_c	L-ribulose-phosphate 4-epimerase	b4198 or b3583 or b0061	Alternate Carbon Metabolism
REPHACCOAI	-1e3	1e3	0	rephaccoa_c <==> 2oxpaccoa_c	Ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	b1394	Alternate Carbon Metabolism
RFAMPtex	-1e3	1e3	0	rfamp_e <==> rfamp_p	Rifampin transport via diffusion (extracellular to periplasm)	s0001	Transport, Outer Membrane
RFAMPtpp	0	1e3	0	h_p + rfamp_p --> h_c + rfamp_e	Rifampin transport via TolC system	(b0463 and b0462 and b3035) or (b0463 and b2470 and b3035)	Transport, Outer Membrane
RHAT1	0	1e3	0	kphphhlipa_c + dtdprmn_c --> h_c + dtdp_c + icolipa_c	Rhamnosyltransferase I (LPS core biosynthesis)	b3629	Lipopolysaccharide Biosynthesis / Recycling
RHCCE	0	1e3	0	rhcys_c --> hcys__L_c + dhptd_c	S-ribosylhomocysteine cleavage enzyme	b2687	Methionine Metabolism
RIBabcpp	0	1e3	0	atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c	D-ribose transport via ABC system (periplasm)	(b4231 and b4227 and b4485 and b4230) or (b3749 and b3751 and b3750 and b3748) or (b4087 and b4088 and b4086)	Transport, Inner Membrane
RIBtex	-1e3	1e3	0	rib__D_e <==> rib__D_p	Ribose transport via diffusion (extracellular to periplasm)	b0241 or b0929 or b1377 or b2215	Transport, Outer Membrane Porin
RMI	-1e3	1e3	0	rmn_c <==> rml_c	L-rhamnose isomerase	b3903	Alternate Carbon Metabolism
RMK	0	1e3	0	atp_c + rml_c --> adp_c + h_c + rml1p_c	Rhamnulokinase	b3904	Alternate Carbon Metabolism
RMNtex	-1e3	1e3	0	rmn_e <==> rmn_p	L-rhamnose transport via diffusion (extracellular to periplasm)	b2215 or b0241 or b0929 or b1377	Transport, Outer Membrane Porin
RMNtpp	0	1e3	0	h_p + rmn_p --> h_c + rmn_c	L-rhamnose transport via proton symport (periplasm)	b3907	Transport, Inner Membrane
RMPA	-1e3	1e3	0	rml1p_c <==> dhap_c + lald__L_c	Rhamnulose-1-phosphate aldolase	b3902	Alternate Carbon Metabolism
RNDR1	0	1e3	0	adp_c + trdrd_c --> h2o_c + dadp_c + trdox_c	Ribonucleoside-diphosphate reductase (ADP)	((b2234 and b2235) and b2582) or ((b2234 and b2235) and b3781)	Nucleotide Salvage Pathway
RNDR1b	0	1e3	0	adp_c + grxrd_c --> h2o_c + dadp_c + grxox_c	Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	(b1064 and (b2675 and b2676)) or (b3610 and (b2675 and b2676)) or (b1654 and (b2675 and b2676)) or (b0849 and (b2675 and b2676))	Nucleotide Salvage Pathway
RNDR2	0	1e3	0	gdp_c + trdrd_c --> h2o_c + dgdp_c + trdox_c	Ribonucleoside-diphosphate reductase (GDP)	((b2234 and b2235) and b3781) or ((b2234 and b2235) and b2582)	Nucleotide Salvage Pathway
RNDR2b	0	1e3	0	gdp_c + grxrd_c --> h2o_c + dgdp_c + grxox_c	Ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	(b0849 and (b2675 and b2676)) or (b3610 and (b2675 and b2676)) or (b1064 and (b2675 and b2676)) or (b1654 and (b2675 and b2676))	Nucleotide Salvage Pathway
RNDR3	0	1e3	0	cdp_c + trdrd_c --> h2o_c + dcdp_c + trdox_c	Ribonucleoside-diphosphate reductase (CDP)	((b2234 and b2235) and b3781) or ((b2234 and b2235) and b2582)	Nucleotide Salvage Pathway
RNDR3b	0	1e3	0	cdp_c + grxrd_c --> h2o_c + dcdp_c + grxox_c	Ribonucleoside-diphosphate reductase (CDP) (glutaredoxin)	(b0849 and (b2675 and b2676)) or (b3610 and (b2675 and b2676)) or (b1654 and (b2675 and b2676)) or (b1064 and (b2675 and b2676))	Nucleotide Salvage Pathway
RNDR4	0	1e3	0	udp_c + trdrd_c --> h2o_c + trdox_c + dudp_c	Ribonucleoside-diphosphate reductase (UDP)	((b2234 and b2235) and b3781) or ((b2234 and b2235) and b2582)	Nucleotide Salvage Pathway
RNDR4b	0	1e3	0	udp_c + grxrd_c --> h2o_c + grxox_c + dudp_c	Ribonucleoside-diphosphate reductase (UDP) (glutaredoxin)	(b0849 and (b2675 and b2676)) or (b1064 and (b2675 and b2676)) or (b3610 and (b2675 and b2676)) or (b1654 and (b2675 and b2676))	Nucleotide Salvage Pathway
RNTR1c2	0	1e3	0	atp_c + (2) h_c + (2) flxr_c --> h2o_c + datp_c + (2) flxso_c	Ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	(b0684 and b3924 and b4238 and b4237) or (b2895 and b3924 and b4238 and b4237) or (b0684 and b4238) or (b2895 and b4238)	Nucleotide Salvage Pathway
RNTR2c2	0	1e3	0	(2) h_c + gtp_c + (2) flxr_c --> h2o_c + dgtp_c + (2) flxso_c	Ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	(b0684 and b3924 and b4238 and b4237) or (b2895 and b3924 and b4238 and b4237) or (b0684 and b4238) or (b2895 and b4238)	Nucleotide Salvage Pathway
RNTR3c2	0	1e3	0	(2) h_c + ctp_c + (2) flxr_c --> h2o_c + dctp_c + (2) flxso_c	Ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	(b0684 and b3924 and b4238 and b4237) or (b2895 and b3924 and b4238 and b4237) or (b0684 and b4238) or (b2895 and b4238)	Nucleotide Salvage Pathway
RNTR4c2	0	1e3	0	(2) h_c + utp_c + (2) flxr_c --> h2o_c + dutp_c + (2) flxso_c	Ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	(b0684 and b3924 and b4238 and b4237) or (b2895 and b3924 and b4238 and b4237) or (b0684 and b4238) or (b2895 and b4238)	Nucleotide Salvage Pathway
RPE	-1e3	1e3	0	ru5p__D_c <==> xu5p__D_c	Ribulose 5-phosphate 3-epimerase	b4301 or b3386	Pentose Phosphate Pathway
RPI	-1e3	1e3	0	r5p_c <==> ru5p__D_c	Ribose-5-phosphate isomerase	b2914 or b4090	Pentose Phosphate Pathway
RZ5PP	0	1e3	0	h2o_c + 5prdmbz_c --> pi_c + rdmbzi_c	Alpha-ribazole 5-phosphate phosphatase	b0638	Cofactor and Prosthetic Group Biosynthesis
S2FE2SR	0	1e3	0	atp_c + h2o_c + 2fe1s_c + sufbcd_c + sufsesh_c --> adp_c + (5) h_c + pi_c + sufbcd_2fe2s_c + sufse_c	SUF [2Fe-2S] regeneration	b1683 and b1682 and b1681 and b1679 and b1680	Cofactor and Prosthetic Group Biosynthesis
S2FE2SS	0	1e3	0	atp_c + h2o_c + fadh2_c + (2) fe2_c + sufbcd_c + (2) sufsesh_c --> adp_c + (7) h_c + pi_c + fad_c + sufbcd_2fe2s_c + (2) sufse_c	SUF [2Fe-2S] Synthesis	b3807 and b1683 and b1682 and b1681 and b1679 and b1680	Cofactor and Prosthetic Group Biosynthesis
S2FE2SS2	0	1e3	0	atp_c + h2o_c + fadh2_c + (2) fe2_c + sufbcd_2fe2s_c + (2) sufsesh_c --> adp_c + (7) h_c + pi_c + fad_c + (2) sufse_c + sufbcd_2fe2s2_c	SUF [2Fe-2S] Synthesis II	b3807 and b1683 and b1682 and b1681 and b1679 and b1680	Cofactor and Prosthetic Group Biosynthesis
S2FE2ST	0	1e3	0	(4) h_c + sufbcd_2fe2s_c --> 2fe2s_c + sufbcd_c	SUF [2Fe-2S] Transfer	b1684 and b1683 and b1682 and b1681	Cofactor and Prosthetic Group Biosynthesis
S4FE4SR	0	1e3	0	(2) h_c + fadh2_c + sufbcd_2fe2s2_c --> fad_c + sufbcd_4fe4s_c	SUF [4Fe-4S] Reduction	b1683 and b1682 and b1681	Cofactor and Prosthetic Group Biosynthesis
S4FE4ST	0	1e3	0	(4) h_c + sufbcd_4fe4s_c --> 4fe4s_c + sufbcd_c	SUF [4Fe-4S] Transfer	b1684 and b1683 and b1682 and b1681	Cofactor and Prosthetic Group Biosynthesis
S7PI	0	1e3	0	s7p_c --> gmhep7p_c	Sedoheptulose 7-phosphate isomerase	b0222	Lipopolysaccharide Biosynthesis / Recycling
SADH	0	1e3	0	(2) h2o_c + (2) h_c + sucarg_c --> (2) nh4_c + co2_c + sucorn_c	Succinylarginine dihydrolase	b1745	Arginine and Proline Metabolism
SADT2	0	1e3	0	atp_c + h2o_c + gtp_c + so4_c --> pi_c + ppi_c + gdp_c + aps_c	Sulfate adenyltransferase	b2751 and b2752	Cysteine Metabolism
SARCOX	0	1e3	0	h2o_c + o2_c + sarcs_c --> h2o2_c + gly_c + fald_c	Sarcosine oxidase	b1059	Glycine and Serine Metabolism
SBTPD	-1e3	1e3	0	nad_c + sbt6p_c <==> h_c + nadh_c + f6p_c	Sorbitol-6-phosphate dehydrogenase	b2705	Alternate Carbon Metabolism
